ingestion_id,track_id,supplier_id,timestamp,status,latency_seconds,sla_breach_flag
INGEST_004437,e26348b0-2c47-454a,SUPP_0288,2026-04-01 02:13:01.036736,SUCCESS,13.97,False
INGEST_004438,60b7bad1-e2b1-4d1d,SUPP_0129,2026-04-27 03:42:01.036744,SUCCESS,13.87,False
INGEST_004439,167ab845-8ab8-4d5d,SUPP_0417,2026-03-14 14:12:01.036752,SUCCESS,21.89,False
INGEST_004440,a507175a-bee6-4806,SUPP_0287,2026-03-11 17:41:01.036761,CONFLICT,25.82,False
INGEST_004441,829d9012-1fa2-4c7e,SUPP_0258,2026-03-18 12:21:01.036769,SUCCESS,35.23,True
INGEST_004442,1630c157-68d0-4680,SUPP_0286,2026-04-02 09:28:01.036777,SUCCESS,32.72,True
INGEST_004443,575c0421-162d-438d,SUPP_0285,2026-05-02 07:06:01.036785,SUCCESS,21.28,False
INGEST_004444,7d598687-fc5d-4da0,SUPP_0486,2026-03-24 21:32:01.036794,SUCCESS,8.55,False
INGEST_004445,d56ba672-bb70-48e7,SUPP_0235,2026-05-06 14:53:01.036802,SUCCESS,17.59,False
INGEST_004446,a1ce1570-48a9-4629,SUPP_0237,2026-04-26 02:05:01.036810,SUCCESS,49.98,True
INGEST_004447,8a5506a6-d6a6-442e,SUPP_0312,2026-03-02 18:17:01.036819,SUCCESS,31.9,True
INGEST_004448,2316ee4b-9a82-4a52,SUPP_0165,2026-04-02 23:12:01.036827,SUCCESS,18.33,False
INGEST_004449,ba200dc5-7df0-4891,SUPP_0193,2026-04-15 17:15:01.036835,SUCCESS,11.11,False
INGEST_004450,a30beed6-5aa5-4ca4,SUPP_0215,2026-03-15 12:27:01.036847,SUCCESS,27.61,False
INGEST_004451,5f032cf4-d754-4037,SUPP_0285,2026-04-06 02:51:01.036856,SUCCESS,23.74,False
INGEST_004452,fecc3e63-756e-4f2e,SUPP_0190,2026-04-17 22:16:01.036864,SUCCESS,29.37,False
INGEST_004453,3eb5bd70-1eeb-407a,SUPP_0128,2026-04-23 01:18:01.036873,SUCCESS,37.05,True
INGEST_004454,5498ca57-8e42-4824,SUPP_0412,2026-04-07 21:33:01.036881,SUCCESS,13.78,False
INGEST_004455,b4aad79a-dd1c-4bc6,SUPP_0395,2026-04-24 03:24:01.036889,SUCCESS,4.84,False
INGEST_004456,afe2a76a-b639-4dd5,SUPP_0427,2026-04-11 07:23:01.036898,SUCCESS,8.04,False
INGEST_004457,0acf528f-f636-4fa5,SUPP_0171,2026-04-25 22:01:01.036906,CONFLICT,35.96,True
INGEST_004458,6302099f-f018-4c32,SUPP_0493,2026-03-18 04:25:01.036914,SUCCESS,37.93,True
INGEST_004459,5bf8341b-d67d-47a1,SUPP_0261,2026-03-18 04:31:01.036922,SUCCESS,33.76,True
INGEST_004460,c2de22e0-4df5-45db,SUPP_0230,2026-03-15 02:13:01.036931,SUCCESS,31.82,True
INGEST_004461,3d1a1e3d-fd8e-4285,SUPP_0455,2026-04-22 12:34:01.036939,SUCCESS,14.94,False
INGEST_004462,fe32901b-4c25-4210,SUPP_0239,2026-04-24 21:34:01.036946,SUCCESS,27.29,False
INGEST_004463,dcf938e9-ff2f-41e2,SUPP_0167,2026-04-30 02:00:01.036953,SUCCESS,2.28,False
INGEST_004464,409f1354-7f78-406c,SUPP_0273,2026-04-03 07:07:01.036960,SUCCESS,19.83,False
INGEST_004465,d07978c7-19e6-4e76,SUPP_0364,2026-03-22 12:22:01.036967,SUCCESS,1.27,False
INGEST_004466,2f898600-b772-45dd,SUPP_0266,2026-04-27 15:14:01.036976,SUCCESS,3.93,False
INGEST_004467,f5e38f60-0dbe-4f47,SUPP_0132,2026-04-03 11:15:01.036984,SUCCESS,11.01,False
INGEST_004468,399d7a75-f300-4b1c,SUPP_0116,2026-04-19 04:50:01.036992,SUCCESS,10.79,False
INGEST_004469,c2d885af-d9fd-4e4b,SUPP_0426,2026-03-04 20:42:01.037001,SUCCESS,11.56,False
INGEST_004470,69d2d98e-3365-41df,SUPP_0447,2026-04-26 05:06:01.037009,SUCCESS,19.12,False
INGEST_004471,1bd7e2f0-8e7e-4777,SUPP_0214,2026-03-15 05:20:01.037017,SUCCESS,10.1,False
INGEST_004472,1fa6dc2c-8ccb-4e43,SUPP_0333,2026-04-08 12:41:01.037026,CONFLICT,19.83,False
INGEST_004473,e3c5b284-059a-4546,SUPP_0367,2026-04-08 23:14:01.037034,SUCCESS,15.83,False
INGEST_004474,55556591-e748-4401,SUPP_0086,2026-03-29 06:47:01.037042,SUCCESS,15.92,False
INGEST_004475,6af1d4c3-5714-4b4b,SUPP_0179,2026-03-31 07:44:01.037050,SUCCESS,7.58,False
INGEST_004476,ef9b2a15-048e-4c01,SUPP_0010,2026-04-29 09:04:01.037058,SUCCESS,26.52,False
INGEST_004477,791ef21e-1a71-4f41,SUPP_0475,2026-03-18 21:41:01.037066,SUCCESS,3.98,False
INGEST_004478,41ff830e-01e6-4896,SUPP_0324,2026-04-11 05:30:01.037073,SUCCESS,48.1,True
INGEST_004479,a763a888-d71b-427d,SUPP_0461,2026-03-30 17:34:01.037082,SUCCESS,13.58,False
INGEST_004480,bcb0204c-a8d1-45b1,SUPP_0008,2026-03-09 03:53:01.037093,CONFLICT,35.25,True
INGEST_004481,4d61dea1-ddb1-4548,SUPP_0085,2026-04-12 13:41:01.037102,SUCCESS,8.79,False
INGEST_004482,144a252e-904e-4183,SUPP_0203,2026-04-26 05:35:01.037113,SUCCESS,14.87,False
INGEST_004483,e75c7ee3-3c31-4aa7,SUPP_0428,2026-03-11 14:26:01.037123,FAIL,9.67,False
INGEST_004484,af2e14fb-0654-4139,SUPP_0050,2026-04-13 21:04:01.037132,SUCCESS,18.81,False
INGEST_004485,65f7db37-4eac-4f10,SUPP_0498,2026-03-16 21:12:01.037139,SUCCESS,3.87,False
INGEST_004486,ac8f30fc-8e6d-4964,SUPP_0088,2026-03-28 22:00:01.037146,SUCCESS,8.59,False
INGEST_004487,3c2e6c8f-ba6f-461d,SUPP_0407,2026-03-31 11:09:01.037153,SUCCESS,0.27,False
INGEST_004488,cddff8ef-630f-4f9e,SUPP_0187,2026-03-11 08:17:01.037160,SUCCESS,23.29,False
INGEST_004489,a61b9912-33b0-4086,SUPP_0432,2026-03-25 07:00:01.037167,FAIL,18.51,False
INGEST_004490,a0658908-4308-4227,SUPP_0332,2026-03-29 05:15:01.037175,SUCCESS,34.7,True
INGEST_004491,b8e862e3-9b16-4592,SUPP_0253,2026-04-06 18:33:01.037182,CONFLICT,32.54,True
INGEST_004492,08ff88e6-c4ed-4123,SUPP_0394,2026-03-19 03:51:01.037190,SUCCESS,20.69,False
INGEST_004493,be1c195c-a1d5-4b3e,SUPP_0047,2026-04-20 15:45:01.037197,SUCCESS,42.46,True
INGEST_004494,86af132f-0cc2-48e7,SUPP_0032,2026-04-02 14:31:01.037204,SUCCESS,2.07,False
INGEST_004495,1fe6760a-3d1d-41ec,SUPP_0305,2026-03-10 21:10:01.037211,SUCCESS,7.2,False
INGEST_004496,42211523-cc94-4f37,SUPP_0163,2026-03-10 22:05:01.037218,SUCCESS,11.88,False
INGEST_004497,5b2c6a41-cd6e-41d5,SUPP_0257,2026-04-24 12:29:01.037227,CONFLICT,11.24,False
INGEST_004498,1576dbd2-386b-464e,SUPP_0060,2026-04-10 09:18:01.037237,SUCCESS,25.31,False
INGEST_004499,c7387ac9-c428-4669,SUPP_0045,2026-04-12 15:57:01.037249,FAIL,20.25,False
INGEST_004500,cdee12d4-7fc3-4a8e,SUPP_0201,2026-04-27 14:04:01.037259,FAIL,11.06,False
INGEST_004501,93b1f1f4-7af0-4e1f,SUPP_0007,2026-04-25 22:16:01.037270,SUCCESS,33.6,True
INGEST_004502,7a005de6-27c7-4628,SUPP_0419,2026-04-11 05:22:01.037281,SUCCESS,40.2,True
INGEST_004503,c67f9651-fb82-4634,SUPP_0464,2026-04-13 19:52:01.037290,SUCCESS,18.33,False
INGEST_004504,14ebd8d9-f127-401e,SUPP_0090,2026-05-02 02:11:01.037300,SUCCESS,5.52,False
INGEST_004505,f4750bd0-3c5f-4ca9,SUPP_0103,2026-04-13 22:53:01.037310,SUCCESS,36.5,True
INGEST_004506,513193bc-a81b-465a,SUPP_0001,2026-03-16 07:30:01.037319,SUCCESS,42.81,True
INGEST_004507,d1cb3e9b-db18-4206,SUPP_0167,2026-04-16 09:04:01.037329,SUCCESS,12.01,False
INGEST_004508,6c896ffd-6dd7-415b,SUPP_0054,2026-04-27 09:44:01.037339,SUCCESS,16.66,False
INGEST_004509,8833c0f7-ca41-4f7e,SUPP_0078,2026-04-10 16:16:01.037349,SUCCESS,26.39,False
INGEST_004510,5fbd370d-6510-4760,SUPP_0190,2026-04-13 19:15:01.037360,SUCCESS,25.54,False
INGEST_004511,d524aeff-75a9-446b,SUPP_0100,2026-03-15 14:12:01.037370,SUCCESS,12.86,False
INGEST_004512,380985ab-fd58-45db,SUPP_0145,2026-03-15 02:39:01.037381,SUCCESS,14.16,False
INGEST_004513,dbf17e71-5ab0-45c1,SUPP_0189,2026-04-28 07:16:01.037392,SUCCESS,11.23,False
INGEST_004514,684506ff-c773-4372,SUPP_0215,2026-04-01 23:02:01.037402,SUCCESS,53.24,True
INGEST_004515,79412a7a-38af-46c6,SUPP_0158,2026-03-28 14:49:01.037412,SUCCESS,23.19,False
INGEST_004516,8a4e9b22-50fd-4aa7,SUPP_0219,2026-03-12 15:46:01.037422,SUCCESS,9.83,False
INGEST_004517,fe5b40ce-4ab5-4d90,SUPP_0442,2026-04-20 13:14:01.037431,SUCCESS,11.19,False
INGEST_004518,9ab416ee-f28b-481d,SUPP_0119,2026-04-23 21:13:01.037441,SUCCESS,43.3,True
INGEST_004519,79f21592-4009-491f,SUPP_0246,2026-04-16 21:52:01.037451,SUCCESS,66.9,True
INGEST_004520,7b6d3998-d76e-4c90,SUPP_0401,2026-05-06 06:41:01.037461,SUCCESS,27.51,False
INGEST_004521,f5feb790-be9b-44f2,SUPP_0022,2026-03-12 15:20:01.037472,CONFLICT,6.65,False
INGEST_004522,b101b56d-8f19-416a,SUPP_0290,2026-04-21 21:46:01.037497,SUCCESS,12.29,False
INGEST_004523,f1cc3fa1-a95d-4980,SUPP_0038,2026-05-10 01:27:01.037507,SUCCESS,58.19,True
INGEST_004524,894173de-562a-4261,SUPP_0121,2026-03-21 14:41:01.037517,SUCCESS,19.83,False
INGEST_004525,832a8d53-8f9a-4700,SUPP_0095,2026-03-05 03:55:01.037526,SUCCESS,18.65,False
INGEST_004526,a2945ed4-42c2-4adb,SUPP_0264,2026-05-01 00:46:01.037536,FAIL,24.88,False
INGEST_004527,146c1cc8-acbd-4496,SUPP_0427,2026-04-02 06:31:01.037547,CONFLICT,7.31,False
INGEST_004528,955bcda9-7a23-40fc,SUPP_0164,2026-03-13 12:21:01.037558,SUCCESS,33.81,True
INGEST_004529,33cc460c-3ca5-4e5b,SUPP_0125,2026-03-24 03:31:01.037569,SUCCESS,38.05,True
INGEST_004530,6483f3aa-6b2d-44b7,SUPP_0021,2026-04-25 19:46:01.037580,SUCCESS,11.56,False
INGEST_004531,6cca0641-11d3-4184,SUPP_0382,2026-05-01 22:54:01.037591,SUCCESS,41.28,True
INGEST_004532,cf1b5fec-1374-4a7e,SUPP_0438,2026-04-19 15:05:01.037603,SUCCESS,15.34,False
INGEST_004533,9bf9a9bb-1f52-456d,SUPP_0216,2026-04-04 23:51:01.037613,SUCCESS,23.02,False
INGEST_004534,950bfb54-4a1e-4424,SUPP_0058,2026-04-08 18:50:01.037633,SUCCESS,5.26,False
INGEST_004535,6026fb19-2ca3-4a78,SUPP_0266,2026-03-26 11:23:01.037644,SUCCESS,24.71,False
INGEST_004536,f39addd0-f89f-46b1,SUPP_0485,2026-03-18 03:34:01.037656,SUCCESS,28.21,False
INGEST_004537,6cf74589-d1c1-4906,SUPP_0120,2026-05-01 03:27:01.037666,SUCCESS,16.15,False
INGEST_004538,c6f95fb8-ba76-424e,SUPP_0418,2026-03-07 09:52:01.037694,SUCCESS,39.78,True
INGEST_004539,b0c3519d-cc0a-41cf,SUPP_0354,2026-03-14 06:51:01.037702,SUCCESS,16.54,False
INGEST_004540,1d326f6e-c27c-4ecd,SUPP_0162,2026-03-19 06:50:01.037713,SUCCESS,18.33,False
INGEST_004541,9af33f57-2ddd-4625,SUPP_0214,2026-03-16 02:57:01.037724,SUCCESS,41.66,True
INGEST_004542,004f5a4d-6ef7-47dc,SUPP_0186,2026-04-07 17:15:01.037732,SUCCESS,27.59,False
INGEST_004543,71025fdd-ddf0-4a10,SUPP_0183,2026-03-03 13:15:01.037742,SUCCESS,18.18,False
INGEST_004544,692d2eb9-f5eb-47f1,SUPP_0098,2026-04-30 07:45:01.037753,SUCCESS,18.18,False
INGEST_004545,15bd3bc3-1ace-4f36,SUPP_0144,2026-05-04 17:32:01.037762,SUCCESS,16.76,False
INGEST_004546,4f9f93ac-ee2e-49ee,SUPP_0489,2026-04-02 11:01:01.037768,SUCCESS,4.78,False
INGEST_004547,533dbac7-a367-477b,SUPP_0465,2026-03-23 14:56:01.037777,SUCCESS,19.29,False
INGEST_004548,7ad65488-c148-4cfc,SUPP_0398,2026-03-26 06:33:01.037787,SUCCESS,26.94,False
INGEST_004549,9eb2738d-8873-4492,SUPP_0357,2026-03-05 00:42:01.037798,SUCCESS,12.21,False
INGEST_004550,20a95ffb-9536-4b95,SUPP_0487,2026-05-03 16:02:01.037808,SUCCESS,5.73,False
INGEST_004551,01d5c64e-8c8e-43a6,SUPP_0149,2026-03-21 02:18:01.037819,SUCCESS,18.75,False
INGEST_004552,a87cc09f-44f1-4ca2,SUPP_0350,2026-03-06 14:31:01.037830,CONFLICT,12.37,False
INGEST_004553,da378168-b6bb-4e62,SUPP_0056,2026-03-15 20:50:01.037841,CONFLICT,6.27,False
INGEST_004554,4c3b7f2c-a7c4-4637,SUPP_0410,2026-03-25 18:39:01.037852,FAIL,1.82,False
INGEST_004555,9a7d355a-8da6-41bb,SUPP_0196,2026-04-27 01:28:01.037863,SUCCESS,21.37,False
INGEST_004556,a53d2f67-ffee-471c,SUPP_0283,2026-03-22 14:01:01.037872,SUCCESS,5.5,False
INGEST_004557,08c66063-ec9e-44bf,SUPP_0358,2026-04-12 15:50:01.037882,SUCCESS,11.41,False
INGEST_004558,1ead156b-818c-49ce,SUPP_0184,2026-04-06 04:39:01.037892,SUCCESS,12.73,False
INGEST_004559,28069b3a-c4a9-48ec,SUPP_0031,2026-04-13 05:30:01.037902,SUCCESS,18.33,False
INGEST_004560,095b29ae-886e-4068,SUPP_0300,2026-05-02 22:44:01.037912,SUCCESS,31.93,True
INGEST_004561,c41b52f4-d450-465f,SUPP_0450,2026-03-05 00:07:01.037921,SUCCESS,3.36,False
INGEST_004562,6f404255-32d8-41b0,SUPP_0346,2026-03-15 15:22:01.037931,SUCCESS,38.54,True
INGEST_004563,1f34f922-2ba4-4dae,SUPP_0393,2026-03-05 09:29:01.037941,SUCCESS,13.11,False
INGEST_004564,8fa51929-be7c-4e93,SUPP_0449,2026-03-21 11:43:01.037951,SUCCESS,23.06,False
INGEST_004565,40d89adc-1b77-4e79,SUPP_0267,2026-04-08 07:47:01.037960,SUCCESS,53.58,True
INGEST_004566,78ba287c-ce5a-4d17,SUPP_0103,2026-05-10 04:36:01.037970,SUCCESS,14.65,False
INGEST_004567,649f832d-3541-47ab,SUPP_0478,2026-04-14 00:59:01.037980,SUCCESS,9.99,False
INGEST_004568,880121bd-cb0d-4dda,SUPP_0050,2026-04-25 02:17:01.037990,SUCCESS,13.75,False
INGEST_004569,081d49ce-fc1c-4689,SUPP_0018,2026-04-16 20:08:01.038000,SUCCESS,8.92,False
INGEST_004570,de25f258-9ccc-412d,SUPP_0439,2026-05-10 23:57:01.038010,SUCCESS,38.26,True
INGEST_004571,278c1725-6ba8-4b15,SUPP_0397,2026-04-01 15:22:01.038020,SUCCESS,29.83,False
INGEST_004572,4ab5f880-f1b7-4911,SUPP_0152,2026-05-08 11:09:01.038029,SUCCESS,13.34,False
INGEST_004573,c9da9c96-cb45-411e,SUPP_0177,2026-05-04 04:14:01.038039,SUCCESS,23.05,False
INGEST_004574,7bbcf005-e402-4515,SUPP_0052,2026-03-26 22:54:01.038048,SUCCESS,1.58,False
INGEST_004575,c5ad8e6d-c040-464c,SUPP_0192,2026-03-06 04:38:01.038057,CONFLICT,8.25,False
INGEST_004576,747cdd82-b14b-4689,SUPP_0061,2026-03-07 06:25:01.038067,SUCCESS,45.36,True
INGEST_004577,9fa96933-edf7-4094,SUPP_0440,2026-03-31 18:10:01.038078,SUCCESS,30.33,True
INGEST_004578,5d84d265-1246-4fa6,SUPP_0218,2026-03-02 17:47:01.038089,SUCCESS,50.12,True
INGEST_004579,882bf1ac-f517-46ef,SUPP_0059,2026-03-29 07:10:01.038099,SUCCESS,12.6,False
INGEST_004580,f25292fb-b831-4992,SUPP_0433,2026-05-03 07:58:01.038112,SUCCESS,3.6,False
INGEST_004581,0035f376-5406-49f1,SUPP_0011,2026-03-28 04:14:01.038123,SUCCESS,22.08,False
INGEST_004582,00f2773f-8ed5-4fa4,SUPP_0395,2026-04-05 23:53:01.038133,SUCCESS,14.75,False
INGEST_004583,72722565-9aa4-48b2,SUPP_0088,2026-04-25 19:37:01.038143,SUCCESS,17.95,False
INGEST_004584,bc1ff31f-62b7-406c,SUPP_0027,2026-04-01 06:18:01.038152,SUCCESS,19.36,False
INGEST_004585,9120b2ee-1b6a-4fab,SUPP_0463,2026-04-16 23:43:01.038161,SUCCESS,9.82,False
INGEST_004586,70f648c9-30a2-46bd,SUPP_0086,2026-04-07 21:45:01.038171,SUCCESS,11.2,False
INGEST_004587,b0b8337a-0788-4172,SUPP_0096,2026-03-13 22:04:01.038181,SUCCESS,13.73,False
INGEST_004588,efc7f355-d91f-4a64,SUPP_0019,2026-03-21 17:44:01.038190,SUCCESS,15.77,False
INGEST_004589,e142d8ee-bd73-476f,SUPP_0367,2026-03-11 05:50:01.038198,SUCCESS,11.87,False
INGEST_004590,6b79cefd-61ed-4df6,SUPP_0048,2026-03-11 16:43:01.038207,SUCCESS,18.3,False
INGEST_004591,c2cf3d3f-d53b-46ec,SUPP_0045,2026-03-23 11:38:01.038217,SUCCESS,18.6,False
INGEST_004592,3c7a064d-7e99-4ef0,SUPP_0009,2026-03-29 05:07:01.038227,SUCCESS,33.49,True
INGEST_004593,4ad4865e-147f-4c49,SUPP_0459,2026-05-01 14:38:01.038236,SUCCESS,18.63,False
INGEST_004594,9bf8b1e3-996f-4ba4,SUPP_0474,2026-03-09 12:05:01.038246,SUCCESS,60.2,True
INGEST_004595,d3761c0e-1f2b-4f47,SUPP_0445,2026-04-28 08:29:01.038254,SUCCESS,13.41,False
INGEST_004596,cd32b875-6634-4260,SUPP_0007,2026-03-03 03:35:01.038262,CONFLICT,13.28,False
INGEST_004597,8d2a8732-5def-410c,SUPP_0219,2026-04-20 20:48:01.038270,SUCCESS,27.05,False
INGEST_004598,4ddb43ab-5535-4f30,SUPP_0136,2026-04-16 02:37:01.038277,SUCCESS,18.3,False
INGEST_004599,921f8e35-93d4-4b94,SUPP_0287,2026-03-26 04:40:01.038283,SUCCESS,22.43,False
INGEST_004600,d17a7401-9b66-4551,SUPP_0363,2026-05-08 10:02:01.038290,SUCCESS,19.0,False
INGEST_004601,34407470-6024-4d06,SUPP_0474,2026-03-23 12:29:01.038296,SUCCESS,73.95,True
INGEST_004602,cb6f0174-a2a3-4809,SUPP_0490,2026-04-14 16:29:01.038303,SUCCESS,17.67,False
INGEST_004603,49073062-56bb-4871,SUPP_0279,2026-03-04 12:02:01.038310,SUCCESS,12.09,False
INGEST_004604,195eabf8-98ec-490a,SUPP_0223,2026-04-29 23:15:01.038317,SUCCESS,25.43,False
INGEST_004605,0b5f09ff-e77b-4d85,SUPP_0039,2026-04-01 13:30:01.038324,SUCCESS,6.45,False
INGEST_004606,81886aac-7d90-4ed9,SUPP_0105,2026-04-07 03:08:01.038331,SUCCESS,3.82,False
INGEST_004607,e4e86e26-e14a-4841,SUPP_0285,2026-04-24 21:16:01.038338,SUCCESS,21.78,False
INGEST_004608,49c7f535-7962-4aa3,SUPP_0252,2026-03-17 17:15:01.038347,SUCCESS,26.11,False
INGEST_004609,66bc0a59-798d-4228,SUPP_0339,2026-03-28 03:00:01.038354,SUCCESS,7.68,False
INGEST_004610,55a90ee4-f0f5-43ef,SUPP_0386,2026-05-06 20:09:01.038362,SUCCESS,9.67,False
INGEST_004611,4df20a42-b246-4ba8,SUPP_0240,2026-03-12 22:45:01.038370,SUCCESS,25.14,False
INGEST_004612,c73e57e0-0376-4647,SUPP_0119,2026-03-09 08:40:01.038378,SUCCESS,29.37,False
INGEST_004613,664c1b68-43ba-4ece,SUPP_0106,2026-04-30 01:37:01.038386,SUCCESS,4.09,False
INGEST_004614,ed566670-7193-4b6c,SUPP_0032,2026-03-10 14:10:01.038415,SUCCESS,20.06,False
INGEST_004615,433f1a36-9482-442c,SUPP_0455,2026-05-07 11:31:01.038423,SUCCESS,7.43,False
INGEST_004616,821f8732-cfee-4877,SUPP_0044,2026-03-30 02:05:01.038431,CONFLICT,2.57,False
INGEST_004617,54cacf85-8731-45df,SUPP_0439,2026-05-08 15:44:01.038439,SUCCESS,11.38,False
INGEST_004618,1a70b1a1-3f74-4336,SUPP_0297,2026-05-10 08:00:01.038447,SUCCESS,77.35,True
INGEST_004619,bd5087ef-dd07-4938,SUPP_0302,2026-03-06 08:12:01.038460,SUCCESS,4.58,False
INGEST_004620,51bb01ac-bd31-4eaf,SUPP_0066,2026-03-28 02:51:01.038469,SUCCESS,22.35,False
INGEST_004621,6f2326fc-c361-4f15,SUPP_0398,2026-03-11 08:52:01.038484,SUCCESS,21.51,False
INGEST_004622,86a6c5f8-bad4-4863,SUPP_0140,2026-03-21 02:55:01.038492,SUCCESS,26.99,False
INGEST_004623,f4ec4e3b-95ff-44fd,SUPP_0322,2026-04-14 08:05:01.038501,SUCCESS,10.17,False
INGEST_004624,62f16511-9383-43e7,SUPP_0232,2026-03-05 23:15:01.038509,SUCCESS,22.72,False
INGEST_004625,dbbf1a8e-d8b7-463f,SUPP_0324,2026-03-13 21:26:01.038517,SUCCESS,21.16,False
INGEST_004626,e26fed65-1f66-47b3,SUPP_0354,2026-04-24 22:50:01.038525,SUCCESS,12.01,False
INGEST_004627,96cd40c7-97ee-4e91,SUPP_0380,2026-04-13 06:27:01.038533,SUCCESS,20.15,False
INGEST_004628,4bb02c8c-1352-48c2,SUPP_0223,2026-03-16 14:26:01.038542,SUCCESS,17.47,False
INGEST_004629,2e2d175a-727a-4fe1,SUPP_0322,2026-03-23 13:05:01.038550,SUCCESS,46.0,True
INGEST_004630,b1a6ac7c-329a-4a30,SUPP_0388,2026-03-24 05:20:01.038558,SUCCESS,15.68,False
INGEST_004631,ba9a69f2-c38b-4f37,SUPP_0254,2026-04-25 19:51:01.038566,SUCCESS,21.16,False
INGEST_004632,9f9b8a3f-b1bc-4c0f,SUPP_0131,2026-03-19 19:33:01.038575,SUCCESS,31.8,True
INGEST_004633,eccef16a-8d5b-4606,SUPP_0242,2026-03-20 18:18:01.038583,SUCCESS,11.4,False
INGEST_004634,56a45066-e9e7-474c,SUPP_0419,2026-03-05 09:45:01.038591,SUCCESS,14.55,False
INGEST_004635,b924b971-cd2b-4ae0,SUPP_0427,2026-04-14 09:19:01.038599,SUCCESS,26.89,False
INGEST_004636,35ecbd5b-20ec-4323,SUPP_0447,2026-04-19 12:10:01.038607,SUCCESS,18.88,False
INGEST_004637,f8a0df12-71ce-4d51,SUPP_0445,2026-04-25 14:59:01.038615,SUCCESS,46.28,True
INGEST_004638,648bf806-1de1-4f49,SUPP_0280,2026-05-08 07:47:01.038623,FAIL,2.83,False
INGEST_004639,434d7203-7d64-4378,SUPP_0061,2026-03-21 12:28:01.038630,SUCCESS,12.14,False
INGEST_004640,b5f4f007-d4f7-4beb,SUPP_0403,2026-05-10 11:41:01.038639,SUCCESS,12.07,False
INGEST_004641,26421e82-23a6-401e,SUPP_0378,2026-04-20 23:34:01.038646,SUCCESS,13.07,False
INGEST_004642,cf13b5d9-5840-4e7f,SUPP_0148,2026-03-11 16:31:01.038653,FAIL,5.75,False
INGEST_004643,1c67d045-2881-41d6,SUPP_0458,2026-04-16 10:02:01.038661,CONFLICT,46.86,True
INGEST_004644,eac7194c-2f55-43ef,SUPP_0426,2026-04-29 19:00:01.038668,SUCCESS,11.49,False
INGEST_004645,06089b4e-07ed-4dae,SUPP_0333,2026-04-11 18:36:01.038690,SUCCESS,5.86,False
INGEST_004646,025863fc-5685-47f5,SUPP_0078,2026-03-03 16:53:01.038700,SUCCESS,28.48,False
INGEST_004647,3d45f509-6a89-4793,SUPP_0282,2026-03-06 02:12:01.038707,SUCCESS,6.01,False
INGEST_004648,27b5c0d8-fcda-4442,SUPP_0350,2026-04-02 05:07:01.038715,SUCCESS,35.44,True
INGEST_004649,677e4593-3fab-4c8d,SUPP_0196,2026-04-19 17:22:01.038722,SUCCESS,28.28,False
INGEST_004650,7218336e-2ea8-4aa1,SUPP_0004,2026-04-23 08:03:01.038730,SUCCESS,6.46,False
INGEST_004651,a69732bc-6f1f-4b8e,SUPP_0370,2026-05-06 19:35:01.038737,SUCCESS,20.94,False
INGEST_004652,930d1c41-1902-4677,SUPP_0372,2026-03-08 05:34:01.038744,SUCCESS,26.11,False
INGEST_004653,ad695c16-dfdc-43e8,SUPP_0280,2026-03-09 15:39:01.038751,FAIL,17.52,False
INGEST_004654,47897f33-1d4f-4ab1,SUPP_0201,2026-04-25 20:29:01.038759,SUCCESS,19.76,False
INGEST_004655,a33735de-8bda-4381,SUPP_0166,2026-05-04 13:02:01.038766,SUCCESS,5.64,False
INGEST_004656,5b3a4170-3eaf-486f,SUPP_0174,2026-04-18 20:47:01.038773,SUCCESS,17.24,False
INGEST_004657,6610d9b2-2382-4ec6,SUPP_0490,2026-03-14 22:02:01.038781,SUCCESS,23.37,False
INGEST_004658,c3b4f395-f807-47ad,SUPP_0182,2026-03-31 21:42:01.038788,FAIL,25.97,False
INGEST_004659,4f5212fb-1175-4371,SUPP_0287,2026-05-02 17:49:01.038795,SUCCESS,10.96,False
INGEST_004660,a3b3729c-bc06-4e63,SUPP_0231,2026-05-04 01:25:01.038802,SUCCESS,37.38,True
INGEST_004661,643bf6a2-ff15-4f22,SUPP_0059,2026-04-23 01:17:01.038810,SUCCESS,18.58,False
INGEST_004662,1f676c3c-493e-4d70,SUPP_0284,2026-04-04 22:52:01.038817,SUCCESS,44.5,True
INGEST_004663,ba3dd090-205c-434a,SUPP_0381,2026-03-23 22:40:01.038825,SUCCESS,30.13,True
INGEST_004664,dd6cac2a-ba25-4006,SUPP_0467,2026-03-10 18:18:01.038832,SUCCESS,66.16,True
INGEST_004665,d3ef1725-0f8e-41c4,SUPP_0371,2026-03-25 06:19:01.038840,FAIL,2.38,False
INGEST_004666,b65d8a03-5c66-4fef,SUPP_0380,2026-04-17 13:54:01.038847,SUCCESS,9.03,False
INGEST_004667,8945eaaf-daff-40cb,SUPP_0079,2026-04-06 10:17:01.038855,SUCCESS,24.96,False
INGEST_004668,322c07ed-141b-4ae5,SUPP_0021,2026-05-07 10:30:01.038863,SUCCESS,39.69,True
INGEST_004669,2cb7eb28-a690-46a5,SUPP_0027,2026-05-06 10:34:01.038871,SUCCESS,5.2,False
INGEST_004670,7345bb05-470d-4ef5,SUPP_0016,2026-04-02 10:51:01.038878,SUCCESS,10.71,False
INGEST_004671,e571c518-ff25-4db8,SUPP_0016,2026-05-03 06:50:01.038886,SUCCESS,21.47,False
